year,month,time,index,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
2000,11,2000-11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2000,12,2000-12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,1,2001-01,5.69000005722046,0.0,5.69000005722046,5.69000005722046,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,2,2001-02,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,3,2001-03,5.550000111262006,0.0,5.550000111262006,5.550000111262006,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,4,2001-04,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,5,2001-05,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,6,2001-06,2.38000011444092,0.0,2.38000011444092,2.38000011444092,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,7,2001-07,1.97000002861023,0.0,1.97000002861023,1.97000002861023,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,8,2001-08,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,9,2001-09,0.649999976158142,0.0,0.649999976158142,0.649999976158142,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,10,2001-10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,11,2001-11,6.07000017166138,0.0,6.07000017166138,6.07000017166138,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2001,12,2001-12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,1,2002-01,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,2,2002-02,6.40000009536743,0.0,6.40000009536743,6.40000009536743,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,3,2002-03,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,4,2002-04,1.86000001430511,0.0,1.86000001430511,1.86000001430511,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,5,2002-05,1.33000004291534,0.0,1.33000004291534,1.33000004291534,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,6,2002-06,1.2120000004768365,0.13948475846051894,1.0725152420163175,1.3514847589373555,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,7,2002-07,0.620000004768372,0.0,0.620000004768372,0.620000004768372,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,8,2002-08,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,9,2002-09,1.64999997615814,0.0,1.64999997615814,1.64999997615814,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,10,2002-10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,11,2002-11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2002,12,2002-12,6.19000005722046,0.0,6.19000005722046,6.19000005722046,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,1,2003-01,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,2,2003-02,5.30999994277954,0.0,5.30999994277954,5.30999994277954,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,3,2003-03,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,4,2003-04,5.48999977111816,0.0,5.48999977111816,5.48999977111816,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,5,2003-05,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,6,2003-06,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,7,2003-07,2.0699999332428,0.0,2.0699999332428,2.0699999332428,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,8,2003-08,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,9,2003-09,1.4099999666214,0.0,1.4099999666214,1.4099999666214,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,10,2003-10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,11,2003-11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2003,12,2003-12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,1,2004-01,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,2,2004-02,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,3,2004-03,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,4,2004-04,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,5,2004-05,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,6,2004-06,1.97000002861023,0.0,1.97000002861023,1.97000002861023,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,7,2004-07,1.2936045515102517,0.3722045409244667,0.9214000105857849,1.6658090924347184,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,8,2004-08,1.2419241357956166,0.7480758737411236,0.49384826205449295,1.99000000953674,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,9,2004-09,1.4956500522591771,0.19910433856054457,1.2965457136986325,1.6947543908197218,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,10,2004-10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,11,2004-11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2004,12,2004-12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,1,2005-01,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,2,2005-02,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,3,2005-03,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,4,2005-04,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,5,2005-05,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,6,2005-06,2.25896000862122,0.0,2.25896000862122,2.25896000862122,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,7,2005-07,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,8,2005-08,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,9,2005-09,1.0585149526596052,0.04003500938415494,1.0184799432754503,1.09854996204376,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,10,2005-10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,11,2005-11,5.515853325525917,0.0,5.515853325525917,5.515853325525917,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2005,12,2005-12,5.43467998504639,0.0,5.43467998504639,5.43467998504639,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,1,2006-01,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,2,2006-02,2.99786996841431,0.0,2.99786996841431,2.99786996841431,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,3,2006-03,5.98574018478394,0.0,5.98574018478394,5.98574018478394,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,4,2006-04,5.477666695912684,1.1940856582717223,4.283581037640962,6.671752354184406,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,5,2006-05,1.5378566582997666,0.18237706464911785,1.3554795936506487,1.7202337229488844,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,6,2006-06,1.8345099985599527,0.508189732297957,1.3263202662619955,2.34269973085791,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,7,2006-07,1.3862950205802949,0.24334496259689498,1.1429500579833998,1.62963998317719,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,8,2006-08,1.2722074836492538,0.35845232800948573,0.9137551556397681,1.6306598116587396,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,9,2006-09,1.1385900080204008,0.3278556985751524,0.8107343094452484,1.4664457065955532,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,10,2006-10,1.598320007324215,0.30065000057220503,1.29767000675201,1.89897000789642,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,11,2006-11,5.82120990753174,0.0,5.82120990753174,5.82120990753174,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2006,12,2006-12,5.40791988372803,0.0,5.40791988372803,5.40791988372803,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,1,2007-01,3.76574003696442,0.31396996974945,3.4517700672149703,4.07971000671387,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,2,2007-02,6.00219011306763,0.0,6.00219011306763,6.00219011306763,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,3,2007-03,4.45704013109207,1.5079414223490082,2.949098708743062,5.964981553441078,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,4,2007-04,2.72974991798401,0.0,2.72974991798401,2.72974991798401,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,5,2007-05,2.1901999711990334,0.9343010485187855,1.255898922680248,3.124501019717819,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,6,2007-06,1.40605753660202,0.048053694365157135,1.358003842236863,1.454111230967177,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,7,2007-07,1.2309899727503433,0.13887946777171067,1.0921105049786326,1.369869440522054,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,8,2007-08,1.131419976552328,0.22915864117733456,0.9022613353749935,1.3605786177296626,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,9,2007-09,1.5122800469398499,0.11221998929977006,1.4000600576400797,1.62450003623962,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,10,2007-10,4.266255140304565,0.23595499992370472,4.030300140380861,4.50221014022827,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,11,2007-11,4.073175072669979,1.6108950376510598,2.4622800350189196,5.68407011032104,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2007,12,2007-12,5.46016979217529,0.0,5.46016979217529,5.46016979217529,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,1,2008-01,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,2,2008-02,5.198399901390075,1.4942499399185152,3.7041499614715594,6.69264984130859,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,3,2008-03,4.725156784057616,0.8870476666743616,3.8381091173832544,5.612204450731978,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,4,2008-04,2.31668996810913,0.0,2.31668996810913,2.31668996810913,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,5,2008-05,1.80987250804901,0.4025274523094768,1.407345055739533,2.2123999603584865,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,6,2008-06,1.4065466721852633,0.11502722416089806,1.2915194480243652,1.5215738963461614,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,7,2008-07,1.8644024729728677,0.4478727544561812,1.4165297185166865,2.312275227429049,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,8,2008-08,2.2007733583450335,0.7246754051322408,1.4760979532127927,2.9254487634772746,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,9,2008-09,2.17618664105733,0.320520555126024,1.8556660859313059,2.496707196183354,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,10,2008-10,3.410732448101045,0.8171967731103882,2.593535674990657,4.227929221211433,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,11,2008-11,5.4052500724792445,0.056529998779294655,5.348720073699949,5.46178007125854,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2008,12,2008-12,4.84872007369995,0.0,4.84872007369995,4.84872007369995,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2009,1,2009-01,5.424390077590945,0.3102300167083749,5.11416006088257,5.73462009429932,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2009,2,2009-02,4.758050084114075,0.8424800634384151,3.9155700206756596,5.60053014755249,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2009,3,2009-03,6.158215045928955,0.045694828033445045,6.11252021789551,6.203909873962401,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2009,4,2009-04,2.133289992809295,0.267020046710965,1.8662699460983303,2.40031003952026,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2009,5,2009-05,3.0452932914098105,1.5829413002119292,1.4623519911978813,4.62823459162174,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
2009,6,2009-06,1.5804066658020002,0.1940376874662201,1.38636897833578,1.7744443532682204,DO (ml/L),Monthly Dissolved Oxygen at 50 m: NH05 (44.65N -124.18W),44.65217107953039,-124.17509826757129,50.0,1.0
